3.2361940234262048,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
3.9502246874597167,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
3.950972652889892,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
3.9696316523619535,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.027930715527429,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.049320547634912,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.08771835350632,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.125278089529127,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.129733360831915,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.147430721617345,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.198676629125799,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.209620425081933,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.242191301572632,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.290193826454372,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.29069917383452,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.298220549817005,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.316259053900536,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.321938664394215,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.334884494423243,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.347851966453291,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.365670693163542,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.377965509360593,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.384628712930369,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.393191977907037,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.406835937850689,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.4073460820254,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.414380865779894,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.415753056275482,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.419215488448463,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.42595944691843,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
4.430372460014088,"(3.2350000000000003, 6.003]","(3.2350000000000003, 6.132]","(3.2350000000000003, 6.299]","(3.2350000000000003, 6.567]","(3.2350000000000003, 7.003]",*
