15938.657923287848,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
31140.517620186045,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
88591.77016003926,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
143027.36445248185,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
151527.0826265551,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
152071.87474956046,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
201898.08657249613,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
211017.97049475572,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
231189.8209898588,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
239319.93417545117,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
253185.70150858173,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
266298.8811183604,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
268050.81474351394,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
283208.13218687923,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
287307.583688923,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
288708.9121479006,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
291724.24561034393,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
294170.746352692,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
299863.0401311839,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
300464.0986827323,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
302307.4010604978,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
302355.83597895555,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
304239.28237102233,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
308199.89116387354,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
311111.2005867723,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
313651.5032332925,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
314167.83427680004,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
319495.66759175994,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
321058.96071220515,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
324981.9929926853,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
325195.9428324207,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
333160.9942794951,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
334485.1931043381,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
340605.2113124609,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
353240.05467269185,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
357250.6877741283,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
365929.5972582176,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
369433.3549647921,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
377618.9699014184,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
378466.4201839389,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
383020.827749009,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
385678.1666731234,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
390948.4499941545,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
393639.07395721273,"(15938.657, 664519.388]","(15938.657, 671916.588]","(15938.657, 678595.164]","(15938.657, 686238.359]","(15938.657, 698005.13]","(15938.657, 714149.699]","(15938.657, 726397.746]","(15938.657, 738916.456]","(15938.657, 755753.502]","(15938.657, 772031.775]","(15938.657, 795855.161]","(15938.657, 821575.761]","(15938.657, 852569.159]","(15938.657, 885939.816]","(15938.657, 938062.754]","(15938.657, 997577.135]","(15938.657, 1077881.375]","(15938.657, 1232669.378]",*
