172.61068627290044,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
3285.4505375208782,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
3883.448164008629,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
4114.489353324316,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
5727.485885269864,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
6248.756079633426,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
6805.740783110475,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
6821.950228499864,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
7234.963520742314,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
7360.295191263632,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
7522.333137672428,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
9193.83318231946,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
9487.921585477769,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
9579.071782191331,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
9816.300884708531,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
10311.00139389188,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
10424.41624545052,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
10504.327392178457,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
10555.70282322794,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
10704.821908621432,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
10841.333068103646,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
10951.342173753104,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
11019.053777626224,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
11037.387683440407,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
11072.498530379722,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
11511.38705016455,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
11637.892909063208,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
11792.815159070457,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
11915.281099153335,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
12113.114740200605,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
12351.71960301975,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
12450.578474997745,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
12513.681730413731,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
12906.254845433785,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
12950.5669137003,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13008.48729536471,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13088.156363580929,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13108.017885153118,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13162.97965569857,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13328.757738538472,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13340.492426200168,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13345.56449095449,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13355.02004009238,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13385.422452321824,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13683.479638613628,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13704.3507537682,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13801.920759997956,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13889.07601668718,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13977.629784505923,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13981.43548554724,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13983.301248749374,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
13998.57120519688,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
14054.05343322935,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
14226.93802013208,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
14241.24876971084,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
14291.153033714114,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
14297.439275406305,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
14347.019407118412,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
14403.835295987756,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
14415.78919619879,"(172.60999999999999, 31806.512]","(172.60999999999999, 36199.407]",*
