17796.631189543397,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
35454.714659475445,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
35608.986237077515,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
35797.323121548245,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
36100.444226680745,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
37908.67586272925,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
38122.524488262905,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
38139.919044520015,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
38530.12447825256,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
38571.963669753466,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
38734.005216471945,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
38868.25031141422,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
39033.809236982364,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
39294.036523316114,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
39411.652787814426,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
39653.77003073781,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
39777.606906208486,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
40141.566476517415,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
40185.73389147777,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
40394.03912857152,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
40503.54133219899,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
40581.778087153,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
40748.65308727152,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
40752.71424332094,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
41007.45867327451,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
41064.87217120569,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
41240.05727656731,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
41518.77938562354,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
41533.01295974442,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
41732.930691089416,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
42245.80077990703,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
42258.774541048464,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
42348.16245991485,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
42462.099587312565,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
42463.11634366712,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
42814.993038002445,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
42816.30588550866,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
42822.31109616791,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
42940.13893924214,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
42943.936008646095,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
42969.65939269119,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
43192.11440924884,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
43241.982422500565,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
43401.441634812894,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
43496.72566492688,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
43526.81458764205,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
43531.856588705785,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
43795.30753382496,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
43800.29196776501,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
43921.99998719334,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
43940.87136364731,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
43952.336213929215,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44048.45668792348,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44088.27418283417,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44180.46084430325,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44206.21021226335,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44214.60123487136,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44218.54111046821,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44247.149037389056,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44328.25629667423,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44426.26298237767,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44439.87401438514,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44566.939582224266,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44577.15262778448,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44688.56381644318,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44710.18346370042,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44731.10979996538,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44806.00516405547,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44834.02158160536,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44868.504582372014,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
44998.64017761064,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
45073.89517578935,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
45103.81573243059,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
45286.42630254225,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
45318.67418052371,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
45347.15068169448,"(17796.63, 63887.917]","(17796.63, 68785.855]",*
