0,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
155,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
213,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
323,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
419,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
625,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
653,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
810,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
880,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
974,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1092,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1138,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1258,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1340,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1380,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1408,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1411,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1421,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1429,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1485,"(-0.001, 1485.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1504,"(1485.0, 1672.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1510,"(1485.0, 1672.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1539,"(1485.0, 1672.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1564,"(1485.0, 1672.0]","(-0.001, 1564.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(-0.001, 1564.0]","(-0.001, 1753.25]",*
1573,"(1485.0, 1672.0]","(1564.0, 1740.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1579,"(1485.0, 1672.0]","(1564.0, 1740.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1590,"(1485.0, 1672.0]","(1564.0, 1740.0]","(-0.001, 1590.0]","(-0.001, 1628.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1594,"(1485.0, 1672.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(-0.001, 1628.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1602,"(1485.0, 1672.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(-0.001, 1628.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1617,"(1485.0, 1672.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(-0.001, 1628.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1628,"(1485.0, 1672.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(-0.001, 1628.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1648,"(1485.0, 1672.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1651,"(1485.0, 1672.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1668,"(1485.0, 1672.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1669,"(1485.0, 1672.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1672,"(1485.0, 1672.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1719,"(1672.0, 1876.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1721,"(1672.0, 1876.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1726,"(1672.0, 1876.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1735,"(1672.0, 1876.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1740,"(1672.0, 1876.0]","(1564.0, 1740.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1741,"(1672.0, 1876.0]","(1740.0, 1887.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(-0.001, 1753.25]",*
1755,"(1672.0, 1876.0]","(1740.0, 1887.0]","(1590.0, 1848.0]","(1628.0, 1887.0]","(1564.0, 1902.0]","(1753.25, 4356.0]",*
